latest.admissions.admission_rate.overall,latest.cost.tuition.in_state,latest.completion.rate_suppressed.lt_four_year_150percent,latest.completion.rate_suppressed.four_year,latest.completion.rate_suppressed.lt_four_year,latest.completion.rate_suppressed.four_year_200percent,latest.completion.rate_suppressed.four_year_100_pooled,latest.completion.rate_suppressed.lt_four_year_100_pooled,latest.completion.rate_suppressed.consumer.median_by_pred_degree,latest.completion.rate_suppressed.consumer.overall_median,latest.completion.rate_suppressed_pell.lt_four_year_150_pooled,latest.completion.rate_suppressed_pell.four_year_150_pooled,latest.completion.rate_suppressed.overall,school.name,school.city,school.state,school.degrees_awarded.highest,school.ownership,id,location.lat,location.lon
,,0.6942,,0.6588,,,0.0496,0.6654,0.5859,0.6522,,0.6942,Paul Mitchell the School-Arkansas,Fayetteville,AR,1,3,107789,36.126373,-94.153892
,,0.3636,,0.5238,,,0.0303,0.6654,0.5859,0.3544,,0.3636,Searcy Beauty College,Searcy,AR,1,3,107831,35.239148,-91.735135
,6246.0,0.0844,,0.1686,,,0.0844,0.3315,0.5859,0.0986,,0.0844,Shorter College,N Little Rock,AR,2,2,107840,34.75933,-92.261331
0.5888,20330.0,,0.3984,,0.3518,0.288,,0.5839,0.5859,,0.3672,0.3984,Williams Baptist University,Walnut Ridge,AR,4,2,107877,36.125676,-90.940277
,3204.0,0.2673,,0.3621,,,0.1509,0.6654,0.5859,0.2676,,0.2673,South Arkansas College,El Dorado,AR,2,1,107974,33.209446,-92.666087
0.6659,9820.0,,0.4553,,0.4031,0.2703,,0.5839,0.5859,,0.4004,0.4553,Southern Arkansas University Main Campus,Magnolia,AR,4,1,107983,33.291618,-93.235922
,4685.0,0.6215,,0.5575,,,0.3051,0.6654,0.5859,0.5726,,0.6215,Southern Arkansas University Tech,Camden,AR,2,1,107992,33.628367,-92.721629
,,0.7759,,0.8,,,0.5517,0.6654,0.5859,0.8654,,0.7759,Velvatex College of Beauty Culture,Little Rock,AR,1,3,108065,34.735685,-92.289597
0.8147,6906.0,,0.3945,,0.2821,0.1494,,0.5839,0.5859,,0.361,0.3945,University of Arkansas-Fort Smith,Fort Smith,AR,4,1,108092,35.384184,-94.373729
,28024.0,,0.4236,,0.443,0.1075,,0.5839,0.5859,,0.2727,0.4236,Academy of Art University,San Francisco,CA,4,3,108232,37.787943,-122.400578
,,,,,,,,,0.5859,,,,Academy of Chinese Culture and Health Sciences,Oakland,CA,4,2,108269,37.805972,-122.269839
,1148.0,0.3487,,0.3735,,,0.1988,0.3315,0.5859,0.381,,0.3487,College of Alameda,Alameda,CA,2,1,108667,37.781017,-122.279303
,1156.0,0.2823,,0.3505,,,0.1183,0.3315,0.5859,0.287,,0.2823,Allan Hancock College,Santa Maria,CA,2,1,108807,34.943716,-120.421144
0.8968,39475.0,0.6228,,0.6326,,,0.6228,0.3315,0.5859,0.5778,,0.6228,American Academy of Dramatic Arts-Los Angeles,Los Angeles,CA,2,2,108852,34.095378,-118.343701
0.6296,2896.0,,,,,,,0.6654,0.5859,,,,Berkeley School of Theology,Berkeley,CA,4,2,108861,37.865252,-122.256149
,,,,,,,,,0.5859,,,,American Film Institute Conservatory,Los Angeles,CA,4,2,108870,34.10767,-118.310018
,,0.6418,,0.5052,,,0.2836,0.6654,0.5859,0.5962,,0.6418,American Beauty College,West Covina,CA,1,3,108977,34.069367,-117.936959
,,0.684,,0.7169,,,0.3992,0.6654,0.5859,0.6672,,0.684,American Career College-Los Angeles,Los Angeles,CA,2,3,109040,34.079323,-118.292481
,1288.0,0.2955,,0.3465,,,0.1224,0.3315,0.5859,0.2728,,0.2955,American River College,Sacramento,CA,2,1,109208,38.65085,-121.349672
,1124.0,,0.3048,,,,,0.3315,0.5859,,0.2793,0.3048,Antelope Valley Community College District,Lancaster,CA,3,1,109350,34.676207,-118.186166
0.7498,51640.0,,0.7918,,0.7865,0.3462,,0.5839,0.5859,,0.8679,0.7918,Art Center College of Design,Pasadena,CA,4,2,109651,34.169031,-118.185102
,,0.8592,,0.6609,,,0.7621,0.6654,0.5859,0.9305,,0.8592,Associated Technical College-Los Angeles,Los Angeles,CA,1,3,109721,34.056102,-118.272364
,,0.7561,,0.7675,,,0.6951,0.6654,0.5859,0.7654,,0.7561,Associated Technical College-San Diego,San Diego,CA,1,3,109730,32.773178,-117.135196
0.7948,43600.0,,0.6282,,0.698,0.4681,,0.5839,0.5859,,0.4835,0.6282,Azusa Pacific University,Azusa,CA,4,2,109785,34.130047,-117.888375
,1430.0,,0.2243,,,,,0.3315,0.5859,,0.2075,0.2243,Bakersfield College,Bakersfield,CA,3,1,109819,35.40911,-118.973753
,1104.0,0.3171,,0.3528,,,0.1924,0.3315,0.5859,0.3323,,0.3171,Barstow Community College,Barstow,CA,2,1,109907,34.870285,-117.023412
,,0.563,,0.5,,,0.0924,0.6654,0.5859,0.5618,,0.563,Bellus Academy-Chula Vista,Chula Vista,CA,1,3,109934,32.614773,-117.083738
,7220.0,,0.1194,,0.1028,0.0508,,0.5839,0.5859,,0.1758,0.1194,Bethesda University,Anaheim,CA,4,2,110060,33.842295,-117.941323
0.6008,46704.0,,0.7041,,0.7202,0.5759,,0.5839,0.5859,,0.6322,0.7041,Biola University,La Mirada,CA,4,2,110097,33.906203,-118.014374
,,0.8568,,0.8702,,,0.8034,0.6654,0.5859,0.8396,,0.8568,Brownson Technical School,Anaheim,CA,1,3,110194,33.819032,-117.905774
,12185.0,,0.2946,,0.3652,0.266,,0.6654,0.5859,,0.2771,0.2946,Bryan University,Tempe,AZ,3,3,110219,33.437779,-111.944197
,1336.0,0.3281,,0.399,,,0.1744,0.3315,0.5859,0.3069,,0.3281,Butte College,Oroville,CA,2,1,110246,39.649782,-121.644831
,,,,,,,,0.5839,0.5859,,,,California Institute of Integral Studies,San Francisco,CA,4,2,110316,37.774924,-122.416102
,1270.0,0.3526,,0.4164,,,0.1483,0.3315,0.5859,0.3384,,0.3526,Cabrillo College,Aptos,CA,2,1,110334,36.989448,-121.924797
0.7357,39720.0,,0.612,,0.6181,0.4295,,0.5839,0.5859,,0.5457,0.612,California Baptist University,Riverside,CA,4,2,110361,33.929321,-117.425619
0.734,57946.0,,0.6572,,0.6784,0.4674,,0.5839,0.5859,,0.5583,0.6572,California College of the Arts,San Francisco,CA,4,2,110370,37.767485,-122.399451
,,,,,,,,,0.5859,,,,University of California College of the Law-San Francisco,San Francisco,CA,4,1,110398,37.781137,-122.4157
0.0314,63255.0,,0.936,,0.9398,0.7996,,0.5839,0.5859,,0.9138,0.936,California Institute of Technology,Pasadena,CA,4,2,110404,34.137349,-118.125878
0.8888,50670.0,,0.7359,,0.7307,0.6713,,0.5839,0.5859,,0.7239,0.7359,California Lutheran University,Thousand Oaks,CA,4,2,110413,34.224566,-118.878924
0.2975,11075.0,,0.8532,,0.8573,0.6046,,0.5839,0.5859,,0.7999,0.8532,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,4,1,110422,35.299513,-120.657311
0.0,13918.0,,0.1714,,0.1786,0.1143,,0.6654,0.5859,,,0.1714,Alliant International University-San Diego,San Diego,CA,4,3,110468,32.897056,-117.094398
0.8819,7696.0,,0.4949,,0.5125,0.2473,,0.5839,0.5859,,0.4673,0.4949,California State University-Bakersfield,Bakersfield,CA,4,1,110486,35.350005,-119.104711
0.9747,7826.0,,0.5665,,0.6228,0.2522,,0.5839,0.5859,,0.5643,0.5665,California State University-Stanislaus,Turlock,CA,4,1,110495,37.52577,-120.852511
0.9825,7675.0,,0.5453,,0.6245,0.2431,,0.5839,0.5859,,0.5332,0.5453,California State University-San Bernardino,San Bernardino,CA,4,1,110510,34.182622,-117.323801
0.737,7439.0,,0.6652,,0.7303,0.2775,,0.5839,0.5859,,0.6204,0.6652,California State Polytechnic University-Pomona,Pomona,CA,4,1,110529,34.057912,-117.821476
0.9372,8064.0,,0.639,,0.6789,0.3333,,0.5839,0.5859,,0.575,0.639,California State University-Chico,Chico,CA,4,1,110538,39.729712,-121.844859
0.9132,7064.0,,0.4668,,0.5545,0.176,,0.5839,0.5859,,0.4614,0.4668,California State University-Dominguez Hills,Carson,CA,4,1,110547,33.864766,-118.255917
0.9638,6980.0,,0.5552,,0.6239,0.2307,,0.5839,0.5859,,0.5222,0.5552,California State University-Fresno,Fresno,CA,4,1,110556,36.811154,-119.744569
0.8674,7073.0,,0.6926,,0.7457,0.3441,,0.5839,0.5859,,0.6627,0.6926,California State University-Fullerton,Fullerton,CA,4,1,110565,33.881506,-117.885446
0.9681,7055.0,,0.4552,,0.5331,0.1495,,0.5839,0.5859,,0.4247,0.4552,California State University-East Bay,Hayward,CA,4,1,110574,37.657694,-122.054135
0.4712,7008.0,,0.7126,,0.774,0.38,,0.5839,0.5859,,0.6815,0.7126,California State University-Long Beach,Long Beach,CA,4,1,110583,33.782818,-118.11204
0.9193,6813.0,,0.5198,,0.5753,0.1894,,0.5839,0.5859,,0.5157,0.5198,California State University-Los Angeles,Los Angeles,CA,4,1,110592,34.066927,-118.168965
0.9315,7095.0,,0.561,,0.5973,0.24,,0.5839,0.5859,,0.5282,0.561,California State University-Northridge,Northridge,CA,4,1,110608,34.240126,-118.529319
0.9362,7602.0,,0.5512,,0.6113,0.2384,,0.5839,0.5859,,0.5253,0.5512,California State University-Sacramento,Sacramento,CA,4,1,110617,38.559415,-121.423549
0.1166,14850.0,,0.9345,,0.9386,0.8125,,0.5839,0.5859,,0.8859,0.9345,University of California-Berkeley,Berkeley,CA,4,1,110635,37.871918,-122.260463
0.4163,15247.0,,0.857,,0.8801,0.6735,,0.5839,0.5859,,0.8136,0.857,University of California-Davis,Davis,CA,4,1,110644,38.539667,-121.749567
0.2557,14237.0,,0.8628,,0.8523,0.7288,,0.5839,0.5859,,0.8439,0.8628,University of California-Irvine,Irvine,CA,4,1,110653,33.648434,-117.841248
0.0873,13747.0,,0.9257,,0.9261,0.8506,,0.5839,0.5859,,0.8949,0.9257,University of California-Los Angeles,Los Angeles,CA,4,1,110662,34.07178,-118.442179
0.633,14170.0,,0.7627,,0.7827,0.6371,,0.5839,0.5859,,0.7562,0.7627,University of California-Riverside,Riverside,CA,4,1,110671,33.97246,-117.32741
0.2452,15265.0,,0.8768,,0.8965,0.734,,0.5839,0.5859,,0.8327,0.8768,University of California-San Diego,La Jolla,CA,4,1,110680,32.877749,-117.235866
,,,,,,,,,0.5859,,,,University of California-San Francisco,San Francisco,CA,4,1,110699,37.763737,-122.458489
0.2778,14965.0,,0.8551,,0.8564,0.7305,,0.5839,0.5859,,0.8189,0.8551,University of California-Santa Barbara,Santa Barbara,CA,4,1,110705,34.416297,-119.846426
0.6254,14560.0,,0.7571,,0.7798,0.6153,,0.5839,0.5859,,0.7396,0.7571,University of California-Santa Cruz,Santa Cruz,CA,4,1,110714,36.995584,-122.058801
,,,,,,,,0.5839,0.5859,,,,Sofia University,Palo Alto,CA,4,3,110778,37.430325,-122.10866
,,0.878,,0.8704,,,0.6097,0.6654,0.5859,0.9481,,0.878,California Beauty School,Modesto,CA,1,3,110875,37.645371,-120.997481
,7010.0,,,,,,,,0.5859,,,,Haven University,Garden Grove,CA,4,2,111045,33.777392,-117.939412
,,0.825,,0.8269,,,0.025,0.6654,0.5859,0.6164,,0.825,California Hair Design Academy,La Mesa,CA,1,3,111054,32.765221,-117.024261
0.2595,56724.0,,0.6399,,0.6964,0.4891,,0.5839,0.5859,,0.6789,0.6399,California Institute of the Arts,Valencia,CA,4,2,111081,34.39327,-118.566837
0.9873,7672.0,,0.6493,,0.6596,0.4945,,0.5839,0.5859,,0.6471,0.6493,California State University Maritime Academy,Vallejo,CA,4,1,111188,38.069061,-122.231551
,,,,,,,,,0.5859,,,,California Western School of Law,San Diego,CA,4,2,111391,32.722192,-117.162416
,1332.0,0.3977,,0.4105,,,0.2199,0.3315,0.5859,0.3933,,0.3977,Canada College,Redwood City,CA,2,1,111434,37.44877,-122.265398
,1176.0,0.4344,,0.4852,,,0.2754,0.3315,0.5859,0.4117,,0.4344,College of the Canyons,Santa Clarita,CA,2,1,111461,34.403993,-118.568698
,,0.7571,,0.7654,,,0.1714,0.6654,0.5859,0.6923,,0.7571,Career Academy of Beauty,Garden Grove,CA,1,3,111513,33.781018,-118.031697
0.3641,,,0.5362,,,,,0.3315,0.5859,,0.5273,0.5362,Casa Loma College-Los Angeles,Sherman Oaks,CA,2,2,111638,34.155096,-118.466548
,,0.8256,,0.7015,,,0.0465,0.6654,0.5859,0.7234,,0.8256,CET-San Diego,San Diego,CA,1,2,111708,32.711302,-117.105328
,,0.6543,,0.7469,,,,0.6654,0.5859,0.6667,,0.6543,CET-San Jose,San Jose,CA,1,2,111717,37.322723,-121.88698
,,0.8581,,0.8624,,,,0.6654,0.5859,0.8485,,0.8581,CET-El Centro,El Centro,CA,1,2,111726,32.790908,-115.549079
,,0.6056,,0.6802,,,0.007,0.6654,0.5859,0.5802,,0.6056,CET-Colton,Colton,CA,1,2,111744,34.077381,-117.353488
,,0.693,,0.774,,,,0.6654,0.5859,0.6981,,0.693,CET-Watsonville,Watsonville,CA,1,2,111762,36.931833,-121.767991
,,0.6358,,0.6948,,,,0.6654,0.5859,0.6154,,0.6358,CET-Salinas,Salinas,CA,1,2,111799,36.707333,-121.65236
,1364.0,0.2914,,0.3695,,,0.1452,0.6654,0.5859,0.2715,,0.2914,Cerritos College,Norwalk,CA,2,1,111887,33.886874,-118.097337
,1384.0,0.2742,,0.32,,,0.1246,0.3315,0.5859,0.2692,,0.2742,Cerro Coso Community College,Ridgecrest,CA,2,1,111896,35.567525,-117.66767
,1150.0,0.3793,,0.4184,,,0.195,0.3315,0.5859,0.3932,,0.3793,Chabot College,Hayward,CA,2,1,111920,37.642458,-122.105636
,1184.0,0.2979,,0.3478,,,0.1291,0.3315,0.5859,0.2832,,0.2979,Chaffey College,Rancho Cucamonga,CA,2,1,111939,34.147663,-117.573932
0.5561,62784.0,,0.8191,,0.8054,0.7306,,0.5839,0.5859,,0.7871,0.8191,Chapman University,Orange,CA,4,2,111948,33.79302,-117.852518
0.3878,18933.0,,,,,,,0.5839,0.5859,,,,Charles R Drew University of Medicine and Science,Los Angeles,CA,4,2,111966,33.925658,-118.242791
0.5986,41390.0,,0.628,,0.6399,0.5395,,0.5839,0.5859,,0.6449,0.628,Concordia University-Irvine,Irvine,CA,4,2,112075,33.653665,-117.812305
0.6281,26300.0,,0.29,,0.4096,0.2424,,0.5839,0.5859,,0.4948,0.29,San Diego Christian College,Santee,CA,4,2,112084,32.843454,-116.978089
,,,,,,,,,0.5859,,,,Church Divinity School of the Pacific,Berkeley,CA,4,2,112127,37.876184,-122.261122
,1204.0,0.4275,,0.4654,,,0.284,0.6654,0.5859,0.4254,,0.4275,Citrus College,Glendora,CA,2,1,112172,34.13537,-117.886469
,,0.648,,0.6804,,,0.1564,0.6654,0.5859,0.6912,,0.648,Citrus Heights Beauty College,Citrus Heights,CA,1,3,112181,38.712951,-121.289529
,1696.0,0.3831,,0.4341,,,0.2058,0.6654,0.5859,0.4372,,0.3831,City College of San Francisco,San Francisco,CA,2,1,112190,37.725953,-122.451155
,,,,,,,,,0.5859,,,,Claremont Graduate University,Claremont,CA,4,2,112251,34.103585,-117.713703
0.1112,64150.0,,0.9331,,0.928,0.8262,,0.5839,0.5859,,0.9806,0.9331,Claremont McKenna College,Claremont,CA,4,2,112260,34.102154,-117.711188
,,0.4569,,0.5442,,,0.0342,0.6654,0.5859,0.4668,,0.4569,Milan Institute-Visalia,Visalia,CA,1,3,112288,36.27164,-119.312151
,,0.7673,,0.8297,,,0.7673,0.6654,0.5859,1.0,,0.7673,Clovis Adult Education,Clovis,CA,1,1,112367,36.834459,-119.690369
,1180.0,0.2533,,0.296,,,0.1354,0.3315,0.5859,0.2748,,0.2533,Coastline Community College,Fountain Valley,CA,2,1,112385,33.716054,-117.928979
0.5131,22480.0,,0.4048,,0.4575,0.2857,,0.5839,0.5859,,0.4179,0.4048,University of Silicon Valley,San Jose,CA,4,3,112394,37.414049,-121.94087
,,0.5412,,0.5778,,,0.0706,0.6654,0.5859,0.4853,,0.5412,Coba Academy,Anaheim,CA,1,3,112455,33.841141,-117.943108
,,,,,,,,,0.5859,,,,Western University of Health Sciences,Pomona,CA,4,2,112525,34.058092,-117.747732
,1547.0,0.2866,,0.3702,,,0.1199,0.3315,0.5859,0.2759,,0.2866,Columbia College,Sonora,CA,2,1,112561,38.030367,-120.388385
,26175.0,,0.4811,,0.4924,0.3602,,0.5839,0.5859,,0.4821,0.4811,California College of ASU,Los Angeles,CA,3,2,112570,34.039355,-118.25968
,1142.0,0.1651,,0.1691,,,0.066,0.3315,0.5859,0.2022,,0.1651,Compton College,Compton,CA,2,1,112686,33.878226,-118.209463
,1312.0,0.2824,,0.2994,,,0.1,0.6654,0.5859,0.3004,,0.2824,Contra Costa College,San Pablo,CA,2,1,112826,37.969381,-122.337377
,1288.0,0.32,,0.3814,,,0.1412,0.3315,0.5859,0.2856,,0.32,Cosumnes River College,Sacramento,CA,2,1,113096,38.45295,-121.423108
,1188.0,0.3516,,0.3785,,,0.2056,0.3315,0.5859,0.4049,,0.3516,Crafton Hills College,Yucaipa,CA,2,1,113111,34.039178,-117.101173
,1340.0,0.4398,,0.479,,,0.2554,0.6654,0.5859,0.3631,,0.4398,Cuesta College,San Luis Obispo,CA,2,1,113193,35.331276,-120.742235
,1340.0,0.3239,,0.3996,,,0.1496,0.3315,0.5859,0.2998,,0.3239,Cuyamaca College,El Cajon,CA,2,1,113218,32.744305,-116.942854
,1150.0,,0.3435,,,,,0.6654,0.5859,,0.3499,0.3435,Cypress College,Cypress,CA,3,1,113236,33.82833,-118.025143
,1562.0,0.6716,,0.705,,,0.5982,0.3315,0.5859,0.6851,,0.6716,De Anza College,Cupertino,CA,2,1,113333,37.319914,-122.045783
,,0.8031,,0.8085,,,0.5181,0.6654,0.5859,0.7143,,0.8031,International School of Beauty Inc,Palm Desert,CA,1,3,113449,33.729555,-116.403928
,1326.0,0.281,,0.3419,,,0.1484,0.3315,0.5859,0.2896,,0.281,College of the Desert,Palm Desert,CA,2,1,113573,33.732108,-116.388271
0.875,29350.0,,,,0.4737,,,0.5839,0.5859,,,,Design Institute of San Diego,San Diego,CA,3,3,113582,32.880926,-117.167374
,,,,,,,,,0.5859,,,,Dharma Realm Buddhist University,Ukiah,CA,0,2,113616,39.134532,-123.158174
,1312.0,0.4607,,0.5312,,,0.2827,0.3315,0.5859,0.4279,,0.4607,Diablo Valley College,Pleasant Hill,CA,2,1,113634,37.968516,-122.073142
0.9562,50666.0,,0.7767,,0.7583,0.666,,0.5839,0.5859,,0.7348,0.7767,Dominican University of California,San Rafael,CA,4,2,113698,37.981279,-122.512051
,,,,,,,,,0.5859,,,,Dominican School of Philosophy & Theology,Berkeley,CA,4,2,113704,37.881099,-122.264612
,1238.0,0.3107,,0.3528,,,0.1927,0.3315,0.5859,0.304,,0.3107,East Los Angeles College,Monterey Park,CA,2,1,113856,34.040531,-118.148785
,1144.0,0.3595,,0.4295,,,0.2076,0.3315,0.5859,0.3244,,0.3595,El Camino Community College District,Torrance,CA,2,1,113980,33.885229,-118.329913
,,,,,,,,,0.5859,,,,Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,4,3,114114,34.030438,-118.485119
,,,0.6048,,,,,,0.5859,,0.6102,0.6048,Empire College,Santa Rosa,CA,4,3,114123,38.468052,-122.729337
,1366.0,0.3855,,0.442,,,0.1719,0.3315,0.5859,0.4192,,0.3855,Evergreen Valley College,San Jose,CA,2,1,114266,37.30167,-121.76561
0.415,34325.0,,0.7105,,,,,0.3315,0.5859,,0.576,0.7105,FIDM-Fashion Institute of Design & Merchandising,Los Angeles,CA,4,3,114354,34.044209,-118.25993
,1465.0,,0.4333,,,,,0.3315,0.5859,,0.4037,0.4333,Feather River Community College District,Quincy,CA,3,1,114433,39.953101,-120.973067
,,0.797,,0.7586,,,0.2256,0.6654,0.5859,0.84,,0.797,Federico Beauty Institute,Sacramento,CA,1,3,114460,38.64883,-121.497761
,,,,,,,,,0.5859,,,,Fielding Graduate University,Santa Barbara,CA,4,2,114549,34.42941,-119.717161
,,,,,,,,,0.5859,,,,Five Branches University,Santa Cruz,CA,4,3,114585,36.964348,-121.998245
,,0.9313,,0.9375,,,0.6565,0.6654,0.5859,0.9211,,0.9313,Redondo Beach Beauty College,Torrance,CA,1,3,114637,33.809096,-118.35009
,1565.0,,0.5842,,,,,0.6654,0.5859,,0.5419,0.5842,Foothill College,Los Altos Hills,CA,3,1,114716,37.361655,-122.127964
,,,,,,,,,0.5859,,,,Franciscan School of Theology,San Diego,CA,4,2,114734,32.770816,-117.192073
,,0.641,,0.7255,,,0.0769,0.6654,0.5859,0.6061,,0.641,Fredrick and Charles Beauty College,Eureka,CA,1,3,114761,40.798885,-124.164986
,1334.0,0.2578,,0.2918,,,0.1165,0.3315,0.5859,0.2376,,0.2578,Fresno City College,Fresno,CA,2,1,114789,36.768164,-119.796096
0.5752,35558.0,,0.5303,,0.6975,0.4189,,0.5839,0.5859,,0.4433,0.5303,Fresno Pacific University,Fresno,CA,4,2,114813,36.726831,-119.735199
,,,,,,,,,0.5859,,,,Fuller Theological Seminary,Pasadena,CA,4,2,114840,34.14778,-118.140261
,1150.0,0.3338,,0.4018,,,0.1592,0.3315,0.5859,0.2992,,0.3338,Fullerton College,Fullerton,CA,2,1,114859,33.875514,-117.918255
,1506.0,0.3709,,0.3976,,,0.177,0.3315,0.5859,0.3636,,0.3709,Gavilan College,Gilroy,CA,2,1,114938,36.972627,-121.569842
,,0.3376,,0.7227,,,0.3376,0.6654,0.5859,0.918,,0.3376,Gemological Institute of America-Carlsbad,Carlsbad,CA,1,2,114947,33.131313,-117.318765
,1181.0,0.3211,,0.4155,,,0.1847,0.3315,0.5859,0.3382,,0.3211,Glendale Community College,Glendale,CA,2,1,115001,34.16745,-118.227666
,,,0.6397,,,,,0.3315,0.5859,,0.6528,0.6397,Glendale Career College,Glendale,CA,3,3,115010,34.149771,-118.254719
,31243.0,,,,,,,0.5839,0.5859,,,,Golden Gate University,San Francisco,CA,4,2,115083,37.789374,-122.398969
,1196.0,0.4321,,0.4803,,,0.2362,0.3315,0.5859,0.4343,,0.4321,Golden West College,Huntington Beach,CA,2,1,115126,33.732531,-118.002568
,,,,,,,,,0.5859,,,,Graduate Theological Union,Berkeley,CA,4,2,115214,37.87554,-122.261847
,1332.0,0.2978,,0.3511,,,0.1129,0.3315,0.5859,0.2992,,0.2978,Grossmont College,El Cajon,CA,2,1,115296,32.815246,-117.006277
,,0.7391,,0.7551,,,0.2319,0.6654,0.5859,0.6,,0.7391,Salon Success Academy-Riverside,Riverside,CA,1,3,115357,33.943149,-117.391024
,1404.0,0.3097,,0.4012,,,0.1636,0.3315,0.5859,0.3267,,0.3097,Hartnell College,Salinas,CA,2,1,115393,36.675091,-121.666054
0.1306,66255.0,,0.9291,,0.9384,0.8306,,0.5839,0.5859,,0.95,0.9291,Harvey Mudd College,Claremont,CA,3,2,115409,34.106515,-117.709837
,,0.7059,,0.6364,,,0.0784,0.6654,0.5859,0.6875,,0.7059,Hilltop Beauty School,Daly City,CA,1,3,115658,37.705502,-122.461467
,,,,,,,,,0.5859,,,,Pacifica Graduate Institute,Carpinteria,CA,4,3,115746,34.420881,-119.580414
0.9883,7913.0,,0.4607,,0.5145,0.2324,,0.5839,0.5859,,0.4047,0.4607,California State Polytechnic University-Humboldt,Arcata,CA,4,1,115755,40.877481,-124.078293
,14760.0,,0.629,,0.575,,,0.5839,0.5859,,0.587,0.629,Humphreys University-Stockton and Modesto Campuses,Stockton,CA,4,2,115773,38.011489,-121.316918
,1126.0,0.4085,,0.4398,,,0.2255,0.3315,0.5859,0.3978,,0.4085,Imperial Valley College,Imperial,CA,2,1,115861,32.827209,-115.503563
,,0.7729,,0.8003,,,0.6,0.6654,0.5859,0.7521,,0.7729,Institute for Business and Technology,Santa Clara,CA,1,3,115931,37.368642,-121.969541
,20250.0,,,,,,,0.3315,0.5859,,,,Interior Designers Institute,Newport Beach,CA,4,3,116226,33.641393,-117.865722
,1156.0,0.5629,,0.5958,,,0.3695,0.3315,0.5859,0.5327,,0.5629,Irvine Valley College,Irvine,CA,2,1,116439,33.675381,-117.777539
,,0.7027,,0.73,,,0.2162,0.6654,0.5859,0.7746,,0.7027,Bellus Academy-El Cajon,El Cajon,CA,1,3,116563,32.794072,-116.94627
,,,0.3784,,0.4054,0.3784,,0.6654,0.5859,,,0.3784,American Jewish University,Los Angeles,CA,4,2,116846,34.128153,-118.471706
,1334.0,0.3748,,0.3907,,,0.2178,0.6654,0.5859,0.3512,,0.3748,Reedley College,Reedley,CA,2,1,117052,36.605428,-119.458555
0.9395,20462.0,,0.527,,0.4379,0.3193,,0.5839,0.5859,,0.5783,0.527,Life Pacific University,San Dimas,CA,4,2,117104,34.098705,-117.829388
0.4848,47000.0,,0.6438,,0.6951,0.539,,0.5839,0.5859,,0.6147,0.6438,University of La Verne,La Verne,CA,4,2,117140,34.100855,-117.773262
0.7761,35650.0,,0.6307,,0.6803,0.4432,,0.5839,0.5859,,0.5714,0.6307,Laguna College of Art and Design,Laguna Beach,CA,4,2,117168,33.561448,-117.772564
,1131.0,0.38,,0.3868,,,0.27,0.3315,0.5859,0.4493,,0.38,Lake Tahoe Community College,South Lake Tahoe,CA,2,1,117195,38.926797,-119.972574
,,0.4182,,0.5738,,,0.2727,0.6654,0.5859,,,0.4182,Lancaster Beauty School,Lancaster,CA,1,3,117238,34.694914,-118.147547
,1148.0,0.3005,,0.3118,,,0.1818,0.3315,0.5859,0.314,,0.3005,Laney College,Oakland,CA,2,1,117247,37.797257,-122.26283
,1144.0,0.257,,0.2847,,,0.1044,0.3315,0.5859,0.2973,,0.257,Lassen Community College,Susanville,CA,2,1,117274,40.432053,-120.633271
0.6818,12320.0,,0.5,,,,,0.3315,0.5859,,,0.5,Latin American Bible Institute,La Puente,CA,3,2,117283,34.030992,-117.989601
,,,,,,,,,0.5859,,,,Life Chiropractic College West,Hayward,CA,4,2,117520,37.638099,-122.117619
,11420.0,,0.7671,,0.7736,0.7123,,0.5839,0.5859,,,0.7671,Lincoln University,Oakland,CA,4,2,117557,37.804788,-122.269745
,18720.0,,,,,,,0.5839,0.5859,,,,Southern California Seminary,El Cajon,CA,4,2,117575,32.799614,-116.905461
0.933,35910.0,,0.6486,,0.5915,0.166,,0.5839,0.5859,,0.5965,0.6486,La Sierra University,Riverside,CA,4,2,117627,33.910704,-117.500054
,,,,,,,,0.5839,0.5859,,,,Loma Linda University,Loma Linda,CA,4,2,117636,34.051241,-117.260605
,1556.0,0.242,,0.2863,,,0.1287,0.6654,0.5859,0.2207,,0.242,Long Beach City College,Long Beach,CA,2,1,117645,33.833593,-118.135633
,10769.0,,,,,,,0.6654,0.5859,,,,Southern California University of Health Sciences,Whittier,CA,4,2,117672,33.922966,-117.983401
,1238.0,0.3254,,0.3395,,,0.1833,0.3315,0.5859,0.3506,,0.3254,Los Angeles Harbor College,Wilmington,CA,2,1,117690,33.785825,-118.283549
,1238.0,0.3874,,0.44,,,0.2287,0.3315,0.5859,0.4089,,0.3874,Los Angeles Pierce College,Woodland Hills,CA,2,1,117706,34.183949,-118.575071
,1238.0,0.2259,,0.223,,,0.1403,0.3315,0.5859,0.2538,,0.2259,Los Angeles Southwest College,Los Angeles,CA,2,1,117715,33.929586,-118.304674
,1238.0,0.2527,,0.2742,,,0.1311,0.6654,0.5859,0.2902,,0.2527,Los Angeles Trade Technical College,Los Angeles,CA,2,1,117724,34.031907,-118.269447
,1238.0,0.3597,,0.3844,,,0.1963,0.3315,0.5859,0.3612,,0.3597,Los Angeles Valley College,Valley Glen,CA,2,1,117733,34.175165,-118.421734
