latest.admissions.admission_rate.overall,latest.cost.tuition.in_state,latest.completion.rate_suppressed.lt_four_year_150percent,latest.completion.rate_suppressed.four_year,latest.completion.rate_suppressed.lt_four_year,latest.completion.rate_suppressed.four_year_200percent,latest.completion.rate_suppressed.four_year_100_pooled,latest.completion.rate_suppressed.lt_four_year_100_pooled,latest.completion.rate_suppressed.consumer.median_by_pred_degree,latest.completion.rate_suppressed.consumer.overall_median,latest.completion.rate_suppressed_pell.lt_four_year_150_pooled,latest.completion.rate_suppressed_pell.four_year_150_pooled,latest.completion.rate_suppressed.overall,school.name,school.city,school.state,school.degrees_awarded.highest,school.ownership,id,location.lat,location.lon
0.7589,36930.0,,0.6868,,0.7081,0.5602,,0.5839,0.5859,,0.7526,0.6868,The Master's University and Seminary,Santa Clarita,CA,4,2,117751,34.381755,-118.518193
,1238.0,0.238,,0.2813,,,0.1136,0.3315,0.5859,0.2543,,0.238,Los Angeles City College,Los Angeles,CA,2,1,117788,34.087301,-118.292169
,,,,,,,,0.3315,0.5859,,,,Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,2,1,117803,34.062647,-118.211852
,1238.0,0.2613,,0.2673,,,0.1236,0.3315,0.5859,0.2763,,0.2613,Los Angeles Mission College,Sylmar,CA,2,1,117867,34.314668,-118.4195
,1312.0,0.3862,,0.4379,,,0.1697,0.3315,0.5859,0.3744,,0.3862,Los Medanos College,Pittsburg,CA,2,1,117894,38.006474,-121.860967
0.4029,58974.0,,0.8061,,0.8131,0.7224,,0.5839,0.5859,,0.8022,0.8061,Loyola Marymount University,Los Angeles,CA,4,2,117946,33.97085,-118.415744
,,0.7009,,0.6908,,,0.1795,0.6654,0.5859,0.75,,0.7009,Lu Ross Academy,Ventura,CA,1,3,117955,34.278034,-119.293952
,,0.5645,,0.4103,,,0.1452,0.6654,0.5859,,,0.5645,Lyle's College of Beauty,Bakersfield,CA,1,3,118134,35.386539,-119.02387
,,,,0.5714,,,,0.6654,0.5859,,,,Lyle's College of  Beauty,Fresno,CA,1,3,118143,36.836265,-119.774167
,,0.8763,,0.8572,,,0.3093,0.6654,0.5859,,,0.8763,Lytles Redwood Empire Beauty College,Santa Rosa,CA,1,3,118161,38.508385,-122.75777
0.8193,,0.6984,,0.6806,,,0.5238,0.6654,0.5859,0.5951,,0.6984,MTI College,Sacramento,CA,2,3,118198,38.661377,-121.342568
,1558.0,0.3441,,0.4101,,,0.1293,0.3315,0.5859,0.3571,,0.3441,College of Marin,Kentfield,CA,2,1,118347,37.951918,-122.548758
,1423.0,0.3077,,0.3069,,,0.149,0.3315,0.5859,0.3333,,0.3077,Mendocino College,Ukiah,CA,2,1,118684,39.188989,-123.228809
0.6781,51070.0,,0.5415,,0.5479,0.3887,,0.5839,0.5859,,0.6116,0.5415,Menlo College,Atherton,CA,3,2,118693,37.453475,-122.190797
,1194.0,0.2914,,0.3698,,,0.1548,0.3315,0.5859,0.2992,,0.2914,Merced College,Merced,CA,2,1,118718,37.3353,-120.476464
,1167.0,0.2094,,0.2488,,,0.1178,0.3315,0.5859,0.2123,,0.2094,Merritt College,Oakland,CA,2,1,118772,37.789088,-122.167335
0.1654,63949.0,,,,,,,0.5839,0.5859,,,,Northeastern University Oakland,Oakland,CA,0,2,118888,37.781425,-122.182294
,1152.0,,0.4184,,,,,0.6654,0.5859,,0.3629,0.4184,MiraCosta College,Oceanside,CA,3,1,118912,33.190483,-117.302606
,1438.0,0.4259,,0.478,,,0.2187,0.3315,0.5859,0.3882,,0.4259,Mission College,Santa Clara,CA,2,1,118930,37.391935,-121.980783
,,0.6207,,0.6471,,,0.1207,0.6654,0.5859,0.7,,0.6207,Modern Beauty Academy,Oxnard,CA,1,3,118958,34.195384,-119.181423
,1270.0,,0.2543,,,,,0.3315,0.5859,,0.2353,0.2543,Modesto Junior College,Modesto,CA,3,1,118976,37.651056,-121.009792
,,0.4227,,0.3876,,,0.0773,0.6654,0.5859,0.4123,,0.4227,Moler Barber College,Oakland,CA,1,3,118994,37.827075,-122.265352
,,,,,,,,0.5839,0.5859,,,,Middlebury Institute of International Studies at Monterey,Monterey,CA,4,2,119058,36.599736,-121.897325
,1188.0,0.283,,0.3688,,,0.1355,0.3315,0.5859,0.2603,,0.283,Monterey Peninsula College,Monterey,CA,2,1,119067,36.590558,-121.884931
,1416.0,0.4025,,0.4902,,,0.2157,0.3315,0.5859,0.401,,0.4025,Moorpark College,Moorpark,CA,2,1,119137,34.301146,-118.834528
,1364.0,0.3956,,0.4795,,,0.2179,0.3315,0.5859,0.372,,0.3956,Mt San Antonio College,Walnut,CA,2,1,119164,34.047764,-117.846629
0.6872,48132.0,,0.5668,,0.6474,0.44,,0.5839,0.5859,,0.5435,0.5668,Mount Saint Mary's University,Los Angeles,CA,4,2,119173,34.085315,-118.482879
,1406.0,0.3432,,0.3723,,,0.1814,0.3315,0.5859,0.3543,,0.3432,Mt San Jacinto Community College District,San Jacinto,CA,2,1,119216,33.806748,-116.971169
0.7129,28400.0,,0.4689,,0.5714,0.1639,,0.6654,0.5859,,0.3421,0.4689,Musicians Institute,Hollywood,CA,4,3,119270,34.101265,-118.337582
,1156.0,0.3167,,0.4157,,,0.1233,0.3315,0.5859,0.3316,,0.3167,Napa Valley College,Napa,CA,2,1,119331,38.274081,-122.274381
,,0.7385,,0.7713,,,0.7088,0.6654,0.5859,0.747,,0.7385,National Holistic Institute,Emeryville,CA,1,3,119553,37.841898,-122.287672
,13320.0,,0.44,,0.4643,0.1143,,0.5839,0.5859,,,0.44,National University,San Diego,CA,4,2,119605,32.829299,-117.127296
,,,,,,,,,0.5859,,,,Naval Postgraduate School,Monterey,CA,4,1,119678,36.597159,-121.874248
1.0,30291.0,,0.4719,,0.4944,0.2135,,0.5839,0.5859,,0.3692,0.4719,Newschool of Architecture and Design,San Diego,CA,4,3,119775,32.71331,-117.153305
,,0.5795,,0.5604,,,0.0566,0.6654,0.5859,0.52,,0.5795,North Adrian's College of Beauty Inc,Modesto,CA,1,3,119951,37.677778,-120.992753
,,0.6224,,0.6434,,,0.1198,0.6654,0.5859,0.6187,,0.6224,North-West College-Pomona,Pomona,CA,1,3,120069,34.062043,-117.751227
,,0.6376,,0.6284,,,0.4718,0.6654,0.5859,0.6049,,0.6376,North-West College-West Covina,West Covina,CA,2,3,120078,34.072071,-117.949583
,,0.596,,0.5991,,,0.1919,0.6654,0.5859,0.5702,,0.596,North-West College-Van Nuys,Van Nuys,CA,1,3,120087,34.189497,-118.450184
0.6939,8775.0,,,,0.3871,,,0.5839,0.5859,,,,San Francisco Bay University,Fremont,CA,4,2,120166,37.485056,-121.927899
,,,0.392,,0.5246,0.3395,,0.5839,0.5859,,0.3943,0.392,Notre Dame de Namur University,Belmont,CA,4,2,120184,37.517111,-122.284794
0.3989,63446.0,,0.8396,,0.8348,0.7439,,0.5839,0.5859,,0.8705,0.8396,Occidental College,Los Angeles,CA,3,2,120254,34.127124,-118.210908
,1202.0,0.5506,,0.5981,,,0.3482,0.3315,0.5859,0.5978,,0.5506,Ohlone College,Fremont,CA,2,1,120290,37.529931,-121.911795
,1208.0,0.4517,,0.5153,,,0.2301,0.6654,0.5859,0.4379,,0.4517,Orange Coast College,Costa Mesa,CA,2,1,120342,33.66927,-117.909086
0.8398,55513.0,,0.6109,,0.7133,0.5468,,0.5839,0.5859,,0.6466,0.6109,Otis College of Art and Design,Los Angeles,CA,4,2,120403,33.956607,-118.416615
,1416.0,0.3242,,0.3913,,,0.1625,0.3315,0.5859,0.3377,,0.3242,Oxnard College,Oxnard,CA,2,1,120421,34.166104,-119.157604
0.3539,36250.0,,0.4789,,0.4694,0.385,,0.5839,0.5859,,0.4138,0.4789,Hope International University,Fullerton,CA,4,2,120537,33.87616,-117.88573
0.9395,,0.6651,,0.6577,,,0.3535,0.6654,0.5859,0.6625,,0.6651,Concorde Career College-San Diego,San Diego,CA,2,3,120661,32.702814,-117.102845
,,,,,,,,0.5839,0.5859,,,,Palo Alto University,Palo Alto,CA,4,2,120698,37.382216,-122.187437
0.1,33360.0,,,,,,,0.5839,0.5859,,,,Pacific Oaks College,Pasadena,CA,4,2,120768,34.153382,-118.151323
,,,,,,,,,0.5859,,,,Pacific School of Religion,Berkeley,CA,4,2,120795,37.87669,-122.263155
,9810.0,,,,,,,,0.5859,,,,Pacific States University,Los Angeles,CA,4,2,120838,34.061315,-118.298408
0.4248,35214.0,,0.4879,,0.4634,0.341,,0.5839,0.5859,,0.4229,0.4879,Pacific Union College,Angwin,CA,4,2,120865,38.570585,-122.440308
0.9486,55340.0,,0.7046,,0.6968,0.4574,,0.5839,0.5859,,0.6896,0.7046,University of the Pacific,Stockton,CA,4,2,120883,37.981424,-121.312301
,1288.0,0.2522,,0.3357,,,0.1391,0.3315,0.5859,0.32,,0.2522,Palo Verde College,Blythe,CA,2,1,120953,33.661538,-114.651698
,1354.0,0.3222,,0.3611,,,0.1575,0.6654,0.5859,0.2883,,0.3222,Palomar College,San Marcos,CA,2,1,120971,33.149483,-117.183978
,1180.0,0.4114,,0.4822,,,0.264,0.3315,0.5859,0.4039,,0.4114,Pasadena City College,Pasadena,CA,2,1,121044,34.144552,-118.118196
0.4985,66742.0,,0.8435,,0.8636,0.7569,,0.5839,0.5859,,0.8558,0.8435,Pepperdine University,Malibu,CA,4,2,121150,34.037786,-118.707077
0.1666,62692.0,,0.8434,,0.8692,0.6906,,0.5839,0.5859,,0.9306,0.8434,Pitzer College,Claremont,CA,3,2,121257,34.104107,-117.706675
0.8176,43550.0,,0.7484,,0.7342,0.6856,,0.5839,0.5859,,0.7016,0.7484,Point Loma Nazarene University,San Diego,CA,4,2,121309,32.718391,-117.250265
0.0676,62326.0,,0.9391,,0.9398,0.793,,0.5839,0.5859,,0.9494,0.9391,Pomona College,Claremont,CA,3,2,121345,34.099027,-117.714556
,1409.0,0.276,,0.3745,,,0.1411,0.3315,0.5859,0.2959,,0.276,Porterville College,Porterville,CA,2,1,121363,36.049256,-119.014368
,,0.5217,,0.4679,,,0.1594,0.6654,0.5859,0.5217,,0.5217,Professional Institute of Beauty,El Monte,CA,1,3,121433,34.075561,-118.039028
,1180.0,,0.2919,,,,,0.6654,0.5859,,0.3269,0.2919,Santa Ana College,Santa Ana,CA,3,1,121619,33.759309,-117.887558
,,,,,,,,,0.5859,,,,Pardee RAND Graduate School,Santa Monica,CA,4,2,121628,34.00973,-118.490655
,,0.75,,0.7115,,,0.0962,0.6654,0.5859,0.7667,,0.75,Shasta School of Cosmetology,Redding,CA,1,3,121637,40.597114,-122.387248
0.8092,57614.0,,0.69,,0.715,0.5887,,0.5839,0.5859,,0.6697,0.69,University of Redlands,Redlands,CA,4,2,121691,34.064218,-117.163218
,1147.0,0.2468,,0.2765,,,0.1226,0.3315,0.5859,0.259,,0.2468,College of the Redwoods,Eureka,CA,2,1,121707,40.698427,-124.195293
,,0.7073,,0.6746,,,0.2683,0.6654,0.5859,0.6585,,0.7073,Salon Success Academy-Upland,Upland,CA,1,3,121859,34.108247,-117.631783
,,0.8485,,0.8333,,,0.3939,0.6654,0.5859,0.8036,,0.8485,Salon Success Academy-Corona,Corona,CA,1,3,121868,33.847649,-117.535638
,1388.0,,0.26,,,,,0.3315,0.5859,,0.2622,0.26,Rio Hondo College,Whittier,CA,3,1,121886,34.019821,-118.033506
,1420.0,0.3229,,0.3872,,,0.1912,0.3315,0.5859,0.2841,,0.3229,Riverside City College,Riverside,CA,2,1,121901,33.970918,-117.384323
,,,,,,,,,0.5859,,,,Dongguk University Los Angeles,Los Angeles,CA,4,2,122117,34.06597,-118.289523
,1288.0,0.2854,,0.3192,,,0.1241,0.3315,0.5859,0.2619,,0.2854,Sacramento City College,Sacramento,CA,2,1,122180,38.541096,-121.491139
,1432.0,0.4437,,0.5248,,,0.2547,0.3315,0.5859,0.4199,,0.4437,Saddleback College,Mission Viejo,CA,2,1,122205,33.553346,-117.665584
,,,,,,,,0.5839,0.5859,,,,Samuel Merritt University,Oakland,CA,4,2,122296,37.82029,-122.266331
,1150.0,0.239,,0.2909,,,0.1004,0.3315,0.5859,0.2566,,0.239,San Diego City College,San Diego,CA,2,1,122339,32.717403,-117.152733
,1150.0,,0.3377,,,,,0.3315,0.5859,,0.3207,0.3377,San Diego Mesa College,San Diego,CA,3,1,122375,32.803825,-117.169165
,1150.0,0.4306,,0.4813,,,0.2481,0.3315,0.5859,0.4595,,0.4306,San Diego Miramar College,San Diego,CA,2,1,122384,32.909757,-117.120261
0.3444,8290.0,,0.7814,,0.7752,0.5513,,0.5839,0.5859,,0.7256,0.7814,San Diego State University,San Diego,CA,4,1,122409,32.77525,-117.071228
0.4675,56444.0,,0.8208,,0.8079,0.7081,,0.5839,0.5859,,0.7701,0.8208,University of San Diego,San Diego,CA,4,2,122436,32.770816,-117.192073
0.5194,54550.0,,0.5739,,0.7123,0.5044,,0.5839,0.5859,,0.6923,0.5739,San Francisco Conservatory of Music,San Francisco,CA,4,2,122506,37.775543,-122.420292
0.9615,7424.0,,0.5225,,0.5727,0.2686,,0.5839,0.5859,,0.4901,0.5225,San Francisco State University,San Francisco,CA,4,1,122597,37.721224,-122.476799
0.5077,58222.0,,0.7278,,0.737,0.6543,,0.5839,0.5859,,0.7324,0.7278,University of San Francisco,San Francisco,CA,4,2,122612,37.776618,-122.450477
,,,,,,,,,0.5859,,,,San Joaquin College of Law,Clovis,CA,4,2,122649,36.82448,-119.697657
,1288.0,0.307,,0.3575,,,0.1571,0.3315,0.5859,0.3185,,0.307,San Joaquin Delta College,Stockton,CA,2,1,122658,37.995562,-121.317597
,,,0.3289,,,,,0.6654,0.5859,,0.3305,0.3289,San Joaquin Valley College-Visalia,Visalia,CA,3,3,122685,36.328049,-119.384981
,,0.4568,,0.5374,,,0.2994,0.6654,0.5859,0.4464,,0.4568,San Joaquin Valley College-Bakersfield,Bakersfield,CA,2,3,122694,35.352848,-119.062071
0.7682,37150.0,,0.5589,,0.5723,0.4548,,0.5839,0.5859,,0.4468,0.5589,William Jessup University,Rocklin,CA,4,2,122728,38.819728,-121.292312
,1366.0,0.3301,,0.3714,,,0.1799,0.6654,0.5859,0.3734,,0.3301,San Jose City College,San Jose,CA,2,1,122746,37.315827,-121.926185
0.8023,7992.0,,0.6622,,0.7115,0.2948,,0.5839,0.5859,,0.6272,0.6622,San Jose State University,San Jose,CA,4,1,122755,37.336569,-121.880621
,1332.0,0.506,,0.4934,,,0.3172,0.3315,0.5859,0.479,,0.506,College of San Mateo,San Mateo,CA,2,1,122791,37.535698,-122.334801
,1234.0,0.3786,,0.4533,,,0.2421,0.3315,0.5859,0.3678,,0.3786,Santa Barbara City College,Santa Barbara,CA,2,1,122889,34.406788,-119.698045
0.4384,59241.0,,0.8849,,0.9181,0.8352,,0.5839,0.5859,,0.9338,0.8849,Santa Clara University,Santa Clara,CA,4,2,122931,37.348362,-121.93784
,1156.0,,0.3398,,,,,0.3315,0.5859,,0.2858,0.3398,Santa Monica College,Santa Monica,CA,3,1,122977,34.017022,-118.469765
,1318.0,0.3223,,0.4054,,,0.1407,0.6654,0.5859,0.3007,,0.3223,Santa Rosa Junior College,Santa Rosa,CA,2,1,123013,38.45709,-122.718974
,,,,,,,,,0.5859,,,,Saybrook University,Pasadena,CA,4,2,123095,34.153103,-118.152155
0.3394,63434.0,,0.8574,,0.8511,0.7215,,0.5839,0.5859,,0.8636,0.8574,Scripps College,Claremont,CA,4,2,123165,34.104147,-117.711294
,1394.0,0.3185,,0.3831,,,0.16,0.3315,0.5859,0.3114,,0.3185,College of the Sequoias,Visalia,CA,2,1,123217,36.323877,-119.315182
1.0,14535.0,,,,,,,0.5839,0.5859,,,,Shasta Bible College and Graduate School,Redding,CA,4,2,123280,40.566034,-122.314419
,1197.0,,0.3025,,,,,0.3315,0.5859,,0.2691,0.3025,Shasta College,Redding,CA,3,1,123299,40.625731,-122.317982
,1156.0,0.3579,,0.4143,,,0.1766,0.3315,0.5859,0.3378,,0.3579,Sierra College,Rocklin,CA,2,1,123341,38.790773,-121.211688
,,0.8125,,0.8038,,,0.4375,0.6654,0.5859,0.8214,,0.8125,Sierra College of Beauty,Merced,CA,1,3,123350,37.306975,-120.495874
,,,,,,,,,0.5859,,,,Trinity Law School,Santa Ana,CA,4,2,123448,33.766071,-117.852059
0.9903,38522.0,,0.4434,,0.5093,0.3821,,0.5839,0.5859,,0.4941,0.4434,Simpson University,Redding,CA,4,2,123457,40.61334,-122.332981
,1444.0,0.2657,,0.2872,,,0.1513,0.3315,0.5859,0.2587,,0.2657,College of the Siskiyous,Weed,CA,2,1,123484,41.413005,-122.38909
,,0.5492,,0.5034,,,0.4372,0.6654,0.5859,0.6972,,0.5492,Charles A Jones Career and Education Center,Sacramento,CA,1,1,123493,38.516233,-121.440796
,1332.0,,0.4082,,,,,0.3315,0.5859,,,0.4082,Skyline College,San Bruno,CA,3,1,123509,37.63042,-122.467335
,1185.0,0.2058,,0.2463,,,0.1067,0.6654,0.5859,0.2393,,0.2058,San Bernardino Valley College,San Bernardino,CA,2,1,123527,34.086353,-117.313248
0.8858,56134.0,,0.7042,,0.7549,0.6454,,0.5839,0.5859,,0.6994,0.7042,Saint Mary's College of California,Moraga,CA,4,2,123554,37.840731,-122.109031
,1172.0,,0.3383,,,,,0.3315,0.5859,,0.3409,0.3383,Solano Community College,Fairfield,CA,3,1,123563,38.235881,-122.122368
0.9473,8190.0,,0.6011,,0.6172,0.409,,0.5839,0.5859,,0.5602,0.6011,Sonoma State University,Rohnert Park,CA,4,1,123572,38.340274,-122.677066
,,,,,,,,,0.5859,,,,South Baylo University,Anaheim,CA,4,2,123633,33.848291,-117.958416
,13409.0,0.282,,0.3333,,,0.2564,0.6654,0.5859,,,0.282,South Coast College,Orange,CA,2,3,123642,33.78818,-117.874031
0.647,39950.0,,0.5763,,0.631,0.5273,,0.5839,0.5859,,0.522,0.5763,Vanguard University of Southern California,Costa Mesa,CA,4,2,123651,33.662686,-117.900911
0.9593,,0.7831,,0.7619,,,0.5537,0.6654,0.5859,0.7787,,0.7831,Concorde Career College-Garden Grove,Garden Grove,CA,2,3,123679,33.774741,-117.938395
,1344.0,0.3138,,0.3892,,,0.1281,0.3315,0.5859,0.3178,,0.3138,Southwestern College,Chula Vista,CA,2,1,123800,32.640281,-116.996803
,,,,,,,,,0.5859,,,,Starr King School for the Ministry,Oakland,CA,4,2,123916,37.803526,-122.270721
,,,,,,,,,0.5859,,,,Marshall B Ketchum University,Fullerton,CA,4,2,123943,33.889348,-117.886229
0.8267,53564.0,,0.7647,,0.8197,,,0.5839,0.5859,,,0.7647,Southern California Institute of Architecture,Los Angeles,CA,4,2,123952,34.044215,-118.232799
0.1002,68237.0,,0.9223,,0.9222,0.7776,,0.5839,0.5859,,0.9176,0.9223,University of Southern California,Los Angeles,CA,4,2,123961,34.021281,-118.284169
,,,,,,,,,0.5859,,,,Southwestern Law School,Los Angeles,CA,4,2,123970,34.061558,-118.288375
,1108.0,0.3368,,0.3612,,,0.1965,0.3315,0.5859,0.3122,,0.3368,Taft College,Taft,CA,2,1,124113,35.149343,-119.459751
,,,,,,,,,0.5859,,,,Claremont School of Theology,Claremont,CA,4,2,124283,34.107602,-117.715256
0.7871,28700.0,,0.8352,,0.8563,0.8125,,0.5839,0.5859,,0.7907,0.8352,Thomas Aquinas College,Santa Paula,CA,3,2,124292,34.429009,-119.087141
,15072.0,,,,,,,0.5839,0.5859,,,,Epic Bible College & Graduate School,Sacramento,CA,4,2,124487,38.645152,-121.362642
,,0.6097,,0.6549,,,0.1985,0.6654,0.5859,0.5969,,0.6097,UEI College-Huntington Park,Huntington Park,CA,1,3,124681,33.986057,-118.226206
0.981,,0.6517,,0.6108,,,0.4036,0.6654,0.5859,0.6597,,0.6517,Concorde Career College-San Bernardino,San Bernardino,CA,2,3,124706,34.066823,-117.283995
0.9902,,0.7089,,0.683,,,0.4812,0.6654,0.5859,0.6968,,0.7089,Concorde Career College-North Hollywood,North Hollywood,CA,2,3,124937,34.186407,-118.403627
,1416.0,0.408,,0.4652,,,0.2291,0.3315,0.5859,0.3707,,0.408,Ventura College,Ventura,CA,2,1,125028,34.277393,-119.230604
,,,,,,,,,0.5859,,,,The Colleges of Law at Ventura,Ventura,CA,4,2,125037,34.25747,-119.232988
,,0.6522,,0.4773,,,0.1304,0.6654,0.5859,0.5806,,0.6522,Bridges Beauty College,Victorville,CA,1,3,125082,34.528602,-117.303933
,1425.0,0.269,,0.2966,,,0.1225,0.6654,0.5859,0.2648,,0.269,Victor Valley College,Victorville,CA,2,1,125091,34.472231,-117.261456
,1148.0,0.4157,,0.4474,,,0.2381,0.3315,0.5859,0.4943,,0.4157,Berkeley City College,Berkeley,CA,2,1,125170,37.869769,-122.269877
,12498.0,,,,,,,0.5839,0.5859,,,,Walden University,Minneapolis,MN,4,3,125231,44.98125,-93.265738
,,0.7458,,0.7358,,,0.0847,0.6654,0.5859,0.7358,,0.7458,Waynes College of Beauty,Salinas,CA,1,3,125310,36.700635,-121.652672
,1384.0,0.3419,,0.3547,,,0.2032,0.3315,0.5859,0.3496,,0.3419,Coalinga College,Coalinga,CA,2,1,125462,36.147891,-120.356747
,1238.0,,0.2431,,,,,0.3315,0.5859,,0.2484,0.2431,West Los Angeles College,Culver City,CA,3,1,125471,34.004512,-118.386664
,1490.0,0.4854,,0.5055,,,0.2873,0.3315,0.5859,0.4645,,0.4854,West Valley College,Saratoga,CA,2,1,125499,37.26398,-122.008324
,,,0.518,,,,,0.6654,0.5859,0.4656,,0.518,Carrington College-Sacramento,Sacramento,CA,2,3,125532,38.556104,-121.371383
,,,,,,,,,0.5859,,,,Westminster Theological Seminary in California,Escondido,CA,4,2,125718,33.121447,-117.046371
0.7986,51790.0,,0.7182,,0.7283,0.6924,,0.5839,0.5859,,0.6547,0.7182,Westmont College,Santa Barbara,CA,3,2,125727,34.450151,-119.662517
0.8538,49864.0,,0.6437,,0.6482,0.5758,,0.5839,0.5859,,0.611,0.6437,Whittier College,Whittier,CA,4,2,125763,33.978773,-118.032299
0.7287,44886.0,,0.548,,0.6299,0.304,,0.5839,0.5859,,0.5556,0.548,Woodbury University,Burbank,CA,4,2,125897,34.208011,-118.341147
,,,,,,,,,0.5859,,,,The Wright Institute,Berkeley,CA,4,2,126012,37.868221,-122.253168
,,,,,,,,,0.5859,,,,Thomas Jefferson School of Law,San Diego,CA,4,2,126049,32.717595,-117.157862
0.6168,16900.0,,0.1895,,0.2035,0.1789,,0.5839,0.5859,,0.186,0.1895,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,3,2,126076,34.085465,-118.346613
,1128.0,0.3031,,0.2795,,,0.1074,0.3315,0.5859,0.3169,,0.3031,Yuba College,Marysville,CA,2,1,126119,39.126536,-121.53964
,9776.0,,0.2966,,0.3383,0.1886,,0.5839,0.5859,,0.2854,0.2966,Adams State University,Alamosa,CO,4,1,126182,37.473636,-105.879642
,2090.0,,0.3507,,,,,0.6654,0.5859,0.2315,,0.3507,Aims Community College,Greeley,CO,2,1,126207,40.409559,-104.763415
,4308.0,,0.2673,,,,,0.6654,0.5859,,0.2227,0.2673,Arapahoe Community College,Littleton,CO,3,1,126289,39.607505,-105.018631
0.5942,13819.0,0.5983,,0.4554,,,0.5983,0.3315,0.5859,0.5,,0.5983,Bel-Rea Institute of Animal Technology,Denver,CO,2,3,126359,39.686194,-104.876207
0.7781,10017.0,,0.4565,,0.4913,0.2569,,0.5839,0.5859,,0.4438,0.4565,University of Colorado Denver/Anschutz Medical Campus,Denver,CO,4,1,126562,39.745149,-104.837722
0.9657,9712.0,,0.4391,,0.467,0.264,,0.5839,0.5859,,0.3569,0.4391,University of Colorado Colorado Springs,Colorado Springs,CO,4,1,126580,38.892735,-104.800296
,17406.0,0.716,,0.7771,,,0.5648,0.3315,0.5859,0.7097,,0.716,Spartan College of Aeronautics and Technology,Broomfield,CO,2,3,126605,39.914822,-105.119096
0.8328,16430.0,,0.7489,,0.7479,0.5765,,0.5839,0.5859,,0.6814,0.7489,University of Colorado Boulder,Boulder,CO,4,1,126614,40.008781,-105.270823
,39266.0,,0.5806,,0.6022,0.5076,,0.5839,0.5859,,0.5538,0.5806,Colorado Christian University,Lakewood,CO,4,2,126669,39.71388,-105.09456
0.2003,67932.0,,0.8605,,0.8709,0.7972,,0.5839,0.5859,,0.8241,0.8605,Colorado College,Colorado Springs,CO,4,2,126678,38.84886,-104.822697
1.0,,,0.7016,,,,,0.6654,0.5859,,,0.7016,Concorde Career College-Aurora,Aurora,CO,2,3,126687,39.718699,-104.867089
,2700.0,,0.2645,,0.1358,0.0422,,0.6654,0.5859,,0.3168,0.2645,Colorado Mountain College,Glenwood Springs,CO,3,1,126711,39.54636,-107.324441
,4454.0,0.2905,,0.3556,,,0.2206,0.3315,0.5859,0.3465,,0.2905,Colorado Northwestern Community College,Rangely,CO,2,1,126748,40.081112,-108.790048
0.5971,21186.0,,0.8053,,0.8431,0.6581,,0.5839,0.5859,,0.7385,0.8053,Colorado School of Mines,Golden,CO,4,1,126775,39.751443,-105.223364
0.7692,,0.7895,,0.7333,,,0.7281,0.3315,0.5859,0.7447,,0.7895,Colorado School of Trades,Lakewood,CO,2,3,126784,39.74181,-105.104174
0.8959,12896.0,,0.6676,,0.7093,0.4728,,0.5839,0.5859,,0.5797,0.6676,Colorado State University-Fort Collins,Fort Collins,CO,4,1,126818,40.574805,-105.080732
,12760.0,,0.1857,,0.206,0.1232,,0.5839,0.5859,,0.1841,0.1857,Colorado Technical University-Colorado Springs,Colorado Springs,CO,4,3,126827,38.895069,-104.85716
,4030.0,0.2649,,0.3277,,,0.1807,0.3315,0.5859,0.239,,0.2649,Community College of Aurora,Aurora,CO,2,1,126863,39.71788,-104.802673
,,0.8871,,0.8833,,,0.8871,0.6654,0.5859,1.0,,0.8871,Technical College of the Rockies,Delta,CO,1,1,126915,38.702524,-108.031072
,4902.0,,0.1678,,,,,0.3315,0.5859,,0.1499,0.1678,Community College of Denver,Denver,CO,3,1,126942,39.741413,-105.001044
,,0.6725,,0.6516,,,0.5351,0.6654,0.5859,0.6304,,0.6725,Lincoln College of Technology-Denver,Denver,CO,2,3,126951,39.77651,-104.856171
,,,,,,,,,0.5859,,,,Denver Seminary,Littleton,CO,4,2,126979,39.600595,-105.022363
0.7119,59340.0,,0.7771,,0.767,0.6977,,0.5839,0.5859,,0.7468,0.7771,University of Denver,Denver,CO,4,2,127060,39.678005,-104.963259
,,0.8733,,0.8545,,,0.8435,0.6654,0.5859,0.9282,,0.8733,Emily Griffith Technical College,Denver,CO,1,1,127158,39.74575,-104.985751
